gid,lat,lng,time,duration
360470023001,40.699885,-73.984092,2017-09-21T09:50:35Z,33
360470029012,40.696301,-73.977208,2017-09-21T09:51:08Z,18
360470185011,40.694228,-73.972610,2017-09-21T09:51:26Z,17
360470191002,40.6958,-73.965011,2017-09-21T09:51:43Z,26
360470537002,40.700582,-73.961547,2017-09-21T09:52:09Z,17
360470533005,40.703721,-73.959808,2017-09-21T09:52:26Z,62
360470501003,40.714328,-73.952463,2017-09-21T09:53:28Z,46
360470477001,40.720239,-73.943836,2017-09-21T09:54:14Z,170
360810229001,40.735895,-73.912647,2017-09-21T09:57:04Z,28
360810245004,40.737651,-73.905049,2017-09-21T09:57:32Z,17
360810243001,40.739437,-73.900747,2017-09-21T09:57:49Z,16
360810483002,40.741292,-73.897552,2017-09-21T09:58:05Z,114
360810309021,40.760572,-73.895626,2017-09-21T09:59:59Z,1
360810309021,40.760574,-73.895626,2017-09-21T10:00:00Z,20
360810309041,40.764053,-73.895278,2017-09-21T10:00:20Z,176
360810331001,40.771604,-73.869153,2017-09-21T10:03:16Z,16
360810331001,40.770488,-73.867292,2017-09-21T10:03:32Z,119
360810331001,40.771381,-73.865781,2017-09-21T10:05:31Z,12848
250250701016,42.351575,-71.062973,2017-09-21T13:39:39Z,189
250250701018,42.352491,-71.058047,2017-09-21T13:42:48Z,17
250250701011,42.352634,-71.056364,2017-09-21T13:43:05Z,345
250259815011,42.362614,-71.072056,2017-09-21T13:48:50Z,16
250259815011,42.360737,-71.072709,2017-09-21T13:49:06Z,89
250259815011,42.360411,-71.072473,2017-09-21T13:50:35Z,208
250173531022,42.356951,-71.092472,2017-09-21T13:54:03Z,20
250173531022,42.356945,-71.092427,2017-09-21T13:54:23Z,27
250173531022,42.357069,-71.092423,2017-09-21T13:54:50Z,24
250173531022,42.357275,-71.092392,2017-09-21T13:55:14Z,164
250173531022,42.361586,-71.091494,2017-09-21T13:57:58Z,121
250173531022,42.361084,-71.088304,2017-09-21T13:59:59Z,1
250173531022,42.361084,-71.088304,2017-09-21T14:00:00Z,78
250173531022,42.360758,-71.086238,2017-09-21T14:01:18Z,75670
250214180041,42.233313,-71.007008,2017-09-22T11:02:28Z,71
250214180041,42.235447,-71.006542,2017-09-22T11:03:39Z,17
250214180041,42.237014,-71.006007,2017-09-22T11:03:56Z,237
250214177011,42.25744,-71.010706,2017-09-22T11:07:53Z,229
250214175021,42.272005,-71.026176,2017-09-22T11:11:42Z,16
250214175021,42.273247,-71.027432,2017-09-22T11:11:58Z,199
250251006032,42.287154,-71.040500,2017-09-22T11:15:17Z,15
250251006032,42.289032,-71.042451,2017-09-22T11:15:32Z,210
250250910012,42.310629,-71.053630,2017-09-22T11:19:02Z,24
250250910014,42.313777,-71.052178,2017-09-22T11:19:26Z,1508
250173524002,42.362039,-71.081656,2017-09-22T11:44:34Z,61
250173524002,42.362034,-71.081675,2017-09-22T11:45:35Z,72
250173524002,42.362346,-71.083249,2017-09-22T11:46:47Z,0
250173524002,42.362346,-71.083249,2017-09-22T11:46:47Z,54
250173524002,42.362346,-71.083249,2017-09-22T11:47:41Z,78
250173524002,42.362676,-71.085162,2017-09-22T11:48:59Z,19
250173524002,42.362525,-71.084895,2017-09-22T11:49:18Z,19
250173524002,42.362432,-71.084777,2017-09-22T11:49:37Z,21
250173531022,42.362283,-71.084798,2017-09-22T11:49:58Z,19
250173531022,42.362117,-71.084909,2017-09-22T11:50:17Z,20
250173531022,42.362133,-71.085002,2017-09-22T11:50:37Z,15
250173531022,42.362188,-71.085063,2017-09-22T11:50:52Z,21
250173531022,42.362294,-71.085151,2017-09-22T11:51:13Z,109
250173524002,42.362549,-71.085341,2017-09-22T11:53:02Z,35
250173524002,42.362436,-71.085646,2017-09-22T11:53:37Z,24
250173531022,42.362325,-71.085860,2017-09-22T11:54:01Z,17
250173531022,42.362239,-71.086006,2017-09-22T11:54:18Z,65
250173531022,42.36189,-71.086579,2017-09-22T11:55:23Z,80
250173531022,42.361397,-71.087415,2017-09-22T11:56:43Z,26
250173531022,42.361194,-71.087552,2017-09-22T11:57:09Z,44277
250214225022,42.215933,-70.930749,2017-09-23T00:15:06Z,317
250214226001,42.215626,-70.921443,2017-09-23T00:20:23Z,29
250214226001,42.215637,-70.921204,2017-09-23T00:20:52Z,34
250214226001,42.215636,-70.921189,2017-09-23T00:21:26Z,31
250214226001,42.21564,-70.921172,2017-09-23T00:21:57Z,36
250214226001,42.215627,-70.921181,2017-09-23T00:22:33Z,22
250214226001,42.215646,-70.921165,2017-09-23T00:22:55Z,44
250214226001,42.215662,-70.921147,2017-09-23T00:23:39Z,141
250214225022,42.215933,-70.930749,2017-09-23T00:26:00Z,328350
360610054001,40.73814,-73.992942,2017-09-26T19:38:30Z,45
360610054001,40.737918,-73.992454,2017-09-26T19:39:15Z,27
360610054001,40.737675,-73.992492,2017-09-26T19:39:42Z,16
360610054001,40.737542,-73.992541,2017-09-26T19:39:58Z,20
360610054001,40.737498,-73.992735,2017-09-26T19:40:18Z,27
360610054001,40.737635,-73.993268,2017-09-26T19:40:45Z,23
360610054001,40.737773,-73.993648,2017-09-26T19:41:08Z,22
360610054001,40.737908,-73.993999,2017-09-26T19:41:30Z,18
360610054001,40.738007,-73.994250,2017-09-26T19:41:48Z,24
360610054001,40.73814,-73.994555,2017-09-26T19:42:12Z,33
360610054001,40.73835,-73.994934,2017-09-26T19:42:45Z,26
360610054001,40.738546,-73.995204,2017-09-26T19:43:11Z,16
360610054001,40.738546,-73.995353,2017-09-26T19:43:27Z,18
360610054001,40.73858,-73.995609,2017-09-26T19:43:45Z,27
360610054002,40.73856,-73.995857,2017-09-26T19:44:12Z,18
360610054002,40.738542,-73.995917,2017-09-26T19:44:30Z,28
360610054002,40.738472,-73.995979,2017-09-26T19:44:58Z,16723
360470053001,40.67682,-74.019591,2017-09-27T00:23:41Z,42
360470053001,40.677148,-74.017010,2017-09-27T00:24:23Z,28
360470053001,40.676672,-74.016168,2017-09-27T00:24:51Z,68
360470053002,40.678319,-74.013912,2017-09-27T00:25:59Z,74
360470059002,40.681089,-74.008495,2017-09-27T00:27:13Z,49
360470059002,40.68192,-74.007399,2017-09-27T00:28:02Z,132
360470053001,40.673686,-73.999785,2017-09-27T00:30:14Z,22
360470018000,40.671686,-73.998694,2017-09-27T00:30:36Z,15
360470018001,40.670239,-73.997901,2017-09-27T00:30:51Z,19
360470018001,40.669171,-73.997346,2017-09-27T00:31:10Z,55
360470018001,40.667846,-73.996369,2017-09-27T00:32:05Z,68
360470018001,40.666211,-73.995299,2017-09-27T00:33:13Z,129
360470143001,40.66419,-73.991622,2017-09-27T00:35:22Z,42649
360470143001,40.664461,-73.991579,2017-09-27T12:26:11Z,159
360470141003,40.666758,-73.991452,2017-09-27T12:28:50Z,18
360470141003,40.667044,-73.991240,2017-09-27T12:29:08Z,60
360470141003,40.667572,-73.990924,2017-09-27T12:30:08Z,18
360470141003,40.667741,-73.990795,2017-09-27T12:30:26Z,28
360470139002,40.668085,-73.990515,2017-09-27T12:30:54Z,32
360470139002,40.668492,-73.990183,2017-09-27T12:31:26Z,63
360470139003,40.669198,-73.989626,2017-09-27T12:32:29Z,57
360470121002,40.669843,-73.989201,2017-09-27T12:33:26Z,20
360470121002,40.669983,-73.989044,2017-09-27T12:33:46Z,18
360470139004,40.669905,-73.989012,2017-09-27T12:34:04Z,18
360470139004,40.669917,-73.989010,2017-09-27T12:34:22Z,19
360470121002,40.670057,-73.989081,2017-09-27T12:34:41Z,105
360470121001,40.671155,-73.989722,2017-09-27T12:36:26Z,0
360470121001,40.671155,-73.989722,2017-09-27T12:36:26Z,1086
360610013002,40.707607,-74.012689,2017-09-27T12:54:32Z,327
360610047002,40.721462,-74.001987,2017-09-27T12:59:59Z,1
360610047002,40.721462,-74.001987,2017-09-27T13:00:00Z,328
360610052001,40.73532,-73.991283,2017-09-27T13:05:28Z,0
360610052001,40.73532,-73.991283,2017-09-27T13:05:28Z,80
360610052001,40.736265,-73.990534,2017-09-27T13:06:48Z,23
360610052001,40.736402,-73.990427,2017-09-27T13:07:11Z,63
