gid,lat,lng,time,duration
36047053100,40.699238,-73.955937,2017-10-02T20:00:40Z,694
36047053100,40.699654,-73.955510,2017-10-02T20:12:14Z,6
36047053100,40.699658,-73.955506,2017-10-02T20:12:20Z,56
36047053100,40.699691,-73.955472,2017-10-02T20:13:16Z,2
36047053100,40.699693,-73.955470,2017-10-02T20:13:18Z,35
36047053100,40.699714,-73.955449,2017-10-02T20:13:53Z,94
36047053100,40.69977,-73.955391,2017-10-02T20:15:27Z,4609
36047050900,40.702533,-73.952553,2017-10-02T21:32:16Z,2
36047050900,40.702534,-73.952552,2017-10-02T21:32:18Z,112
36047050900,40.702601,-73.952483,2017-10-02T21:34:10Z,14
36047050900,40.70261,-73.952474,2017-10-02T21:34:24Z,227
36047050900,40.702746,-73.952335,2017-10-02T21:38:11Z,12
36047050900,40.702753,-73.952327,2017-10-02T21:38:23Z,1433
36047050900,40.703612,-73.951445,2017-10-02T22:02:16Z,2
36047050900,40.703613,-73.951444,2017-10-02T22:02:18Z,176
36047050900,40.703718,-73.951336,2017-10-02T22:05:14Z,1084
36047050900,40.704368,-73.950668,2017-10-02T22:23:18Z,876
36047050900,40.704893,-73.950129,2017-10-02T22:37:54Z,81
36047050900,40.704942,-73.950079,2017-10-02T22:39:15Z,190
36047050900,40.705055,-73.949969,2017-10-02T22:42:25Z,35
36047050900,40.705065,-73.949966,2017-10-02T22:43:00Z,18
36047050900,40.705075,-73.949819,2017-10-02T22:43:18Z,21
36047050900,40.705013,-73.949595,2017-10-02T22:43:39Z,16
36047050900,40.704955,-73.949451,2017-10-02T22:43:55Z,18
36047050900,40.704871,-73.949220,2017-10-02T22:44:13Z,18
36047049100,40.704736,-73.948831,2017-10-02T22:44:31Z,30
36047049100,40.704512,-73.948337,2017-10-02T22:45:01Z,16
36047049100,40.704341,-73.948150,2017-10-02T22:45:17Z,90
36047049100,40.704323,-73.948117,2017-10-02T22:46:47Z,39
36047049100,40.704247,-73.947549,2017-10-02T22:47:26Z,22
36047049100,40.704206,-73.947207,2017-10-02T22:47:48Z,28
36047049100,40.704144,-73.946755,2017-10-02T22:48:16Z,198
36047049100,40.7037,-73.943410,2017-10-02T22:51:34Z,20
36047049100,40.703728,-73.942934,2017-10-02T22:51:54Z,80
36047049100,40.703843,-73.941793,2017-10-02T22:53:14Z,37
36047049100,40.703893,-73.941288,2017-10-02T22:53:51Z,98
36047048900,40.704052,-73.939928,2017-10-02T22:55:29Z,19
36047048900,40.704057,-73.939534,2017-10-02T22:55:48Z,108
36047048500,40.70438,-73.938052,2017-10-02T22:57:36Z,93
36047048500,40.704384,-73.936941,2017-10-02T22:59:09Z,48018
36047014300,40.66419,-73.991622,2017-10-03T12:19:27Z,174
36047011700,40.667877,-73.990795,2017-10-03T12:22:21Z,24
36047011700,40.667911,-73.990775,2017-10-03T12:22:45Z,16
36047011700,40.668079,-73.990678,2017-10-03T12:23:01Z,23
36047011700,40.668416,-73.990400,2017-10-03T12:23:24Z,40
36047011700,40.669138,-73.989759,2017-10-03T12:24:04Z,21
36047012100,40.669268,-73.989702,2017-10-03T12:24:25Z,69
36047012100,40.66965,-73.989677,2017-10-03T12:25:34Z,87
36047012100,40.670064,-73.989658,2017-10-03T12:27:01Z,0
36047012100,40.670064,-73.989658,2017-10-03T12:27:01Z,28
36047012100,40.670198,-73.989726,2017-10-03T12:27:29Z,42
36047012100,40.670246,-73.989813,2017-10-03T12:28:11Z,17
36047012100,40.670266,-73.989843,2017-10-03T12:28:28Z,21
36047012100,40.670289,-73.989879,2017-10-03T12:28:49Z,41
36047012100,40.670425,-73.990177,2017-10-03T12:29:30Z,17
36047012100,40.671687,-73.992266,2017-10-03T12:29:47Z,17
36047011900,40.67268,-73.993880,2017-10-03T12:30:04Z,18
36047011900,40.673619,-73.996319,2017-10-03T12:30:22Z,104
36047007700,40.678212,-73.996238,2017-10-03T12:32:06Z,515
36061001502,40.702398,-73.995730,2017-10-03T12:40:41Z,742
36061005400,40.738347,-73.995842,2017-10-03T12:53:03Z,0
36061005400,40.738347,-73.995842,2017-10-03T12:53:03Z,39
36061005400,40.738692,-73.995816,2017-10-03T12:53:42Z,20
36061005400,40.738665,-73.995816,2017-10-03T12:54:02Z,18
36061005400,40.738763,-73.995762,2017-10-03T12:54:20Z,22
36061005400,40.738978,-73.995592,2017-10-03T12:54:42Z,24
36061005400,40.739309,-73.995376,2017-10-03T12:55:06Z,20
36061005400,40.7392,-73.995115,2017-10-03T12:55:26Z,21
36061005400,40.739131,-73.994782,2017-10-03T12:55:47Z,26
36061005400,40.738848,-73.994266,2017-10-03T12:56:13Z,20
36061005400,40.738718,-73.994022,2017-10-03T12:56:33Z,19
36061005400,40.738628,-73.993894,2017-10-03T12:56:52Z,16
36061005400,40.738637,-73.993908,2017-10-03T12:57:08Z,21166
36061005400,40.738456,-73.994360,2017-10-03T18:49:54Z,159
36061008100,40.737422,-73.996915,2017-10-03T18:52:33Z,0
36061008100,40.737422,-73.996915,2017-10-03T18:52:33Z,20
36061007100,40.737311,-73.997009,2017-10-03T18:52:53Z,146
36061006500,40.731936,-74.000764,2017-10-03T18:55:19Z,0
36061006500,40.731936,-74.000764,2017-10-03T18:55:19Z,151
36061006500,40.731152,-74.001310,2017-10-03T18:57:50Z,35
36061006700,40.730524,-74.002074,2017-10-03T18:58:25Z,325
36061006700,40.730524,-74.002074,2017-10-03T19:03:50Z,19
36061006700,40.730403,-74.002191,2017-10-03T19:04:09Z,47
36061006700,40.730231,-74.002869,2017-10-03T19:04:56Z,149
36061006700,40.729868,-74.005131,2017-10-03T19:07:25Z,24
36061006700,40.729765,-74.005140,2017-10-03T19:07:49Z,15
36061006700,40.729633,-74.004999,2017-10-03T19:08:04Z,18
36061006700,40.729388,-74.005117,2017-10-03T19:08:22Z,29
36061006700,40.72902,-74.005274,2017-10-03T19:08:51Z,17
36061006700,40.728894,-74.005286,2017-10-03T19:09:08Z,23
36061006700,40.728747,-74.005279,2017-10-03T19:09:31Z,18
36061006700,40.728615,-74.005291,2017-10-03T19:09:49Z,56
36061003700,40.727921,-74.005346,2017-10-03T19:10:45Z,16
36061003700,40.727778,-74.005368,2017-10-03T19:11:01Z,21
36061003700,40.727618,-74.005416,2017-10-03T19:11:22Z,17
36061003700,40.727466,-74.005433,2017-10-03T19:11:39Z,24
36061003700,40.727189,-74.005422,2017-10-03T19:12:03Z,33
36061003700,40.726836,-74.005424,2017-10-03T19:12:36Z,18
36061003700,40.726609,-74.005339,2017-10-03T19:12:54Z,16
36061003700,40.726359,-74.005198,2017-10-03T19:13:10Z,29
36061003700,40.726259,-74.004649,2017-10-03T19:13:39Z,26
36061003700,40.726139,-74.004184,2017-10-03T19:14:05Z,18
